anime,animeLabel,animePubDate,animeSeriesStartDate
http://www.wikidata.org/entity/Q2737539,Braiger,1981-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2756199,Ixion Saga DT,,
http://www.wikidata.org/entity/Q2756456,Zetsuen no Tempest,,
http://www.wikidata.org/entity/Q2756865,NG Knight Ramune & 40,1990-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2756880,Daitoshokan no Hitsujikai,2013-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2757796,Nisekoi,2011-11-07T00:00:00Z,
http://www.wikidata.org/entity/Q2758190,Magical Girl Lyrical Nanoha ViVid,,
http://www.wikidata.org/entity/Q2759489,Muv-Luv,2003-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2759489,Muv-Luv,2016-07-14T00:00:00Z,
http://www.wikidata.org/entity/Q2760871,Sengoku Collection,2010-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2783497,Vividred Operation,2013-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2791605,Kakumeiki Valvrave,2013-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2804273,Pokémon: Johto League Champions,,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2819940,Kimi no Iru Machi,2012-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2819940,Kimi no Iru Machi,2013-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2837341,Shining Tears X Wind,,
http://www.wikidata.org/entity/Q2855256,Kotoura-san,2013-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2868550,Astro Boy,,
http://www.wikidata.org/entity/Q2874865,Ayakashi: Samurai Horror Tales,2006-01-01T00:00:00Z,2007-12-02T00:00:00Z
http://www.wikidata.org/entity/Q2884762,Barom-1,,
http://www.wikidata.org/entity/Q2892899,Majū Sensen,,
http://www.wikidata.org/entity/Q2893003,Monkey Typhoon,,
http://www.wikidata.org/entity/Q2903952,Pure-tou no Nakama-tachi,1983-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2905335,O-bake no Holly,1991-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2910384,Noozles,1984-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2914480,Приключения муми-троллей,1991-01-01T00:00:00Z,1990-04-12T00:00:00Z
http://www.wikidata.org/entity/Q2914480,Приключения муми-троллей,1992-01-01T00:00:00Z,1990-04-12T00:00:00Z
http://www.wikidata.org/entity/Q2929083,Buzzer Beater,,
http://www.wikidata.org/entity/Q2977205,Itsuka Tenma no Kuro Usagi,,
http://www.wikidata.org/entity/Q2981416,Code-E,2007-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2984425,Colorful,,
http://www.wikidata.org/entity/Q2985054,Дафна: Тайна сияющих вод,,2004-01-15T00:00:00Z
http://www.wikidata.org/entity/Q2985264,Transformers: Super-God Masterforce,,1988-04-12T00:00:00Z
http://www.wikidata.org/entity/Q2986033,Dororon Enma-kun,,
http://www.wikidata.org/entity/Q2986923,Ramen Fighter Miki,,
http://www.wikidata.org/entity/Q2987460,Tsuyokiss,,
http://www.wikidata.org/entity/Q2992747,Mon Colle Knights,,
http://www.wikidata.org/entity/Q2993661,Guyver: The Bioboosted Armor,2005-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q2998359,The Cosmopolitan Prayers,2004-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q3007379,Transformers: Victory,1989-01-01T00:00:00Z,1989-03-14T00:00:00Z
http://www.wikidata.org/entity/Q3007925,Cutey Honey Flash,1997-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q60518738,"Food Wars! Shokugeki no Soma, season 2",2016-07-02T00:00:00Z,
http://www.wikidata.org/entity/Q60518740,"Food Wars! Shokugeki no Soma, season 3",2017-10-04T00:00:00Z,
http://www.wikidata.org/entity/Q60518750,"Attack on Titan, season 3",2018-07-23T00:00:00Z,2018-07-23T00:00:00Z
http://www.wikidata.org/entity/Q60746544,"Black Clover, season 1",,
http://www.wikidata.org/entity/Q60746549,"Black Clover, season 2",,
http://www.wikidata.org/entity/Q60963627,Sailor Moon Sailor Stars,,
http://www.wikidata.org/entity/Q61109504,"Naruto, season 8",,
http://www.wikidata.org/entity/Q61129264,Dragon Ball Z Kai: Evil Buu Saga,,
http://www.wikidata.org/entity/Q63229951,Ojamajo Doremi,,1999-02-07T00:00:00Z
http://www.wikidata.org/entity/Q63242368,Ojamajo Doremi ♯,,2000-02-06T00:00:00Z
http://www.wikidata.org/entity/Q63245091,Mo~tto! Ojamajo Doremi,,2001-02-04T00:00:00Z
http://www.wikidata.org/entity/Q63245099,Ojamajo Doremi Dokka~n!,,2002-02-03T00:00:00Z
http://www.wikidata.org/entity/Q64025024,"The Quintessential Quintuplets, season 1",,2019-01-10T00:00:00Z
http://www.wikidata.org/entity/Q65061375,"Aikatsu Friends!, season 1",,
http://www.wikidata.org/entity/Q65064812,The Seven Deadly Sins: Revival of The Commandments,,
http://www.wikidata.org/entity/Q65064816,The Seven Deadly Sins: Signs of Holy War,,
http://www.wikidata.org/entity/Q65068483,List of Yu-Gi-Oh! VRAINS episodes,,
http://www.wikidata.org/entity/Q65078212,"High School DxD, season 1",,
http://www.wikidata.org/entity/Q65078323,High School DxD Born,,
http://www.wikidata.org/entity/Q65083155,"A Certain Magical Index, season 1",,
http://www.wikidata.org/entity/Q65083202,A Certain Magical Index II,,
http://www.wikidata.org/entity/Q65083210,A Certain Magical Index III,,
http://www.wikidata.org/entity/Q65083461,"A Certain Scientific Railgun, season 1",,
http://www.wikidata.org/entity/Q65083462,A Certain Scientific Railgun S,,
http://www.wikidata.org/entity/Q65087661,Date a Live II,,2014-04-12T00:00:00Z
http://www.wikidata.org/entity/Q65087662,"Date A Live, season 1",,2013-04-06T00:00:00Z
http://www.wikidata.org/entity/Q65087666,Date a Live III,,2019-01-11T00:00:00Z
http://www.wikidata.org/entity/Q65087693,"Aikatsu Friends!, season 2",,
http://www.wikidata.org/entity/Q65089836,High School DxD New,,
http://www.wikidata.org/entity/Q65283430,"Naruto, season 7",,
http://www.wikidata.org/entity/Q66316649,K-On!,,
http://www.wikidata.org/entity/Q68999724,"Black Clover, season 3",,
http://www.wikidata.org/entity/Q70219061,The Seven Deadly Sins: Wrath of the Gods,,
http://www.wikidata.org/entity/Q70843112,"My Hero Academia, season 4",2019-10-12T00:00:00Z,
http://www.wikidata.org/entity/Q70862299,"Food Wars! Shokugeki no Soma, season 4",2019-10-12T00:00:00Z,
http://www.wikidata.org/entity/Q78903153,Rosario + Vampire,,2008-01-03T00:00:00Z
http://www.wikidata.org/entity/Q78903157,Rosario + Vampire: Capu2,,2008-10-01T00:00:00Z
http://www.wikidata.org/entity/Q79115281,Is the Order a Rabbit??,,2015-10-10T00:00:00Z
http://www.wikidata.org/entity/Q84458718,Psycho-Pass 3,,
http://www.wikidata.org/entity/Q84953570,"Ace of Diamond, season 1",,
http://www.wikidata.org/entity/Q85676876,"Re:Zero − Starting Life in Another World, season 1",,2016-04-04T00:00:00Z
http://www.wikidata.org/entity/Q85739583,"Ace of Diamond, season 2",,
http://www.wikidata.org/entity/Q85750875,"Case Closed, season 28",,
http://www.wikidata.org/entity/Q90113967,"Food Wars! Shokugeki no Soma, season 5",2020-04-11T00:00:00Z,
http://www.wikidata.org/entity/Q96377950,"Fire Force, season 1",,
http://www.wikidata.org/entity/Q96401324,"Re:Zero − Starting Life in Another World, season 2",,
http://www.wikidata.org/entity/Q96408046,"That Time I Got Reincarnated as a Slime, season 1",,2018-10-02T00:00:00Z
http://www.wikidata.org/entity/Q96408047,"That Time I Got Reincarnated as a Slime, season 2",,2021-01-12T00:00:00Z
http://www.wikidata.org/entity/Q96409392,"The Irregular at Magic High School, season 1",,
http://www.wikidata.org/entity/Q96409393,"The Irregular at Magic High School, season 2",,
http://www.wikidata.org/entity/Q96409560,"The Quintessential Quintuplets, season 2",,
http://www.wikidata.org/entity/Q96419028,My Teen Romantic Comedy SNAFU Climax,,2020-07-09T00:00:00Z
http://www.wikidata.org/entity/Q97158972,"Fire Force, season 2",,2020-07-04T00:00:00Z
http://www.wikidata.org/entity/Q97182002,"Haikyu!!, season 1",,
http://www.wikidata.org/entity/Q97304394,"Haikyu!!, season 2",,
http://www.wikidata.org/entity/Q97304395,Haikyū!! Karasuno High School vs Shiratorizawa Academy,,
http://www.wikidata.org/entity/Q97304396,"Haikyu!!, season 4",,
http://www.wikidata.org/entity/Q97354628,"The Promised Neverland, season 1",,
http://www.wikidata.org/entity/Q97360077,High School DxD Hero,,
http://www.wikidata.org/entity/Q97404261,"XxxHolic, season 1",,
http://www.wikidata.org/entity/Q97480386,Morita-san wa Mukuchi.,,2011-07-06T00:00:00Z
http://www.wikidata.org/entity/Q97480580,Morita-san wa Mukuchi. 2,,2011-10-05T00:00:00Z
http://www.wikidata.org/entity/Q97671539,Isekai Quartet,,
http://www.wikidata.org/entity/Q97671540,Isekai Quartet 2,,
http://www.wikidata.org/entity/Q98139674,Dr. Stone: Stone Wars,2021-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q98834210,Is the Order a Rabbit? Bloom,,2020-10-10T00:00:00Z
http://www.wikidata.org/entity/Q99760402,Hidamari Sketch,,2007-01-11T00:00:00Z
http://www.wikidata.org/entity/Q99760404,Hidamari Sketch × 365,,2008-07-03T00:00:00Z
http://www.wikidata.org/entity/Q99760405,Hidamari Sketch × Hoshimittsu,,2010-01-07T00:00:00Z
http://www.wikidata.org/entity/Q99760406,Hidamari Sketch × Honeycomb,,2012-10-04T00:00:00Z
http://www.wikidata.org/entity/Q100268936,Sound! Euphonium season 1,,
http://www.wikidata.org/entity/Q100268955,Sound! Euphonium season 2,,
http://www.wikidata.org/entity/Q100332172,"Attack on Titan, season 4",2020-12-07T00:00:00Z,2020-12-07T00:00:00Z
http://www.wikidata.org/entity/Q100975207,"Panty & Stocking with Garterbelt, season 1",,2010-10-01T00:00:00Z
http://www.wikidata.org/entity/Q101009813,Galaxy Angel,,2001-04-07T00:00:00Z
http://www.wikidata.org/entity/Q101009814,Galaxy Angel Z,,2002-02-03T00:00:00Z
http://www.wikidata.org/entity/Q101009815,Galaxy Angel 3,,2002-10-06T00:00:00Z
http://www.wikidata.org/entity/Q101009816,Galaxy Angel 4,,2004-07-08T00:00:00Z
http://www.wikidata.org/entity/Q101216956,"Age 12: A Little Heart-Pounding, season 1",,2016-04-04T00:00:00Z
http://www.wikidata.org/entity/Q101216958,"Age 12: A Little Heart-Pounding, season 2",,2016-10-03T00:00:00Z
http://www.wikidata.org/entity/Q101219746,"Kono Oto Tomare! Sounds of Life, season 1",,2019-04-06T00:00:00Z
http://www.wikidata.org/entity/Q101219747,"Kono Oto Tomare! Sounds of Life, season 2",,2019-10-05T00:00:00Z
http://www.wikidata.org/entity/Q102175684,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, season 1",,2015-04-04T00:00:00Z
http://www.wikidata.org/entity/Q102175685,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, season 2",,2019-07-13T00:00:00Z
http://www.wikidata.org/entity/Q102175686,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, season 3",,2020-10-03T00:00:00Z
http://www.wikidata.org/entity/Q102201770,"Golden Kamuy, season 1",,
http://www.wikidata.org/entity/Q102364866,"Kaguya-sama: Love Is War, season 1",,
http://www.wikidata.org/entity/Q102364905,"Kaguya-sama: Love Is War, season 2",,
http://www.wikidata.org/entity/Q103226166,"Black Clover, season 4",,
http://www.wikidata.org/entity/Q104044382,"Golden Kamuy, season 2",,
http://www.wikidata.org/entity/Q104334036,"Uma Musume Pretty Derby, season 1",,2018-04-02T00:00:00Z
http://www.wikidata.org/entity/Q104334037,"Uma Musume Pretty Derby, season 2",,
http://www.wikidata.org/entity/Q104417622,"Golden Kamuy, season 3",,
http://www.wikidata.org/entity/Q104602618,Zombie Land Saga Revenge,,2021-04-01T00:00:00Z
http://www.wikidata.org/entity/Q104720451,MegaMan NT Warrior,,
http://www.wikidata.org/entity/Q104758715,"The Promised Neverland, season 2",,
http://www.wikidata.org/entity/Q104766968,"Non Non Biyori, season 1",,2013-10-08T00:00:00Z
http://www.wikidata.org/entity/Q104766970,Non Non Biyori Repeat,,2015-07-07T00:00:00Z
http://www.wikidata.org/entity/Q104766973,Non Non Biyori Nonstop,,2021-01-11T00:00:00Z
http://www.wikidata.org/entity/Q104785188,"Blue Exorcist, season 1",,
http://www.wikidata.org/entity/Q100988473,Code:Breaker,,2012-10-07T00:00:00Z
http://www.wikidata.org/entity/Q100990775,Isuca,,2015-01-24T00:00:00Z
http://www.wikidata.org/entity/Q101069422,Ex-Arm,,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q101079462,Kaifuku Jutsushi no Yarinaoshi,,2021-01-13T00:00:00Z
http://www.wikidata.org/entity/Q101086340,Saint Seiya: Saintia Shō,2018-12-10T00:00:00Z,2018-12-10T00:00:00Z
http://www.wikidata.org/entity/Q101094601,Tears to Tiara,,2009-04-06T00:00:00Z
http://www.wikidata.org/entity/Q101111542,Blue Seed,,1994-10-05T00:00:00Z
http://www.wikidata.org/entity/Q101112852,Golden Time,,2013-10-03T00:00:00Z
http://www.wikidata.org/entity/Q101129923,"No Matter How I Look at It, It's You Guys' Fault I'm Not Popular!",,2013-07-08T00:00:00Z
http://www.wikidata.org/entity/Q101152710,Love Hina,,
http://www.wikidata.org/entity/Q101155037,"Don't Toy With Me, Miss Nagatoro",,2021-04-01T00:00:00Z
http://www.wikidata.org/entity/Q101208091,B Gata H Kei,,
http://www.wikidata.org/entity/Q101209749,Bakuten!!,,2021-04-09T00:00:00Z
http://www.wikidata.org/entity/Q101216684,Age 12: A Little Heart-Pounding,,
http://www.wikidata.org/entity/Q101219687,Kono Oto Tomare! Sounds of Life,,
http://www.wikidata.org/entity/Q101230558,The Vampire Dies in No Time,,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q101230683,Night Head 2041,,2021-07-01T00:00:00Z
http://www.wikidata.org/entity/Q101230845,Ōsama Ranking,,2021-10-01T00:00:00Z
http://www.wikidata.org/entity/Q101238120,Hikari no Ō,,
http://www.wikidata.org/entity/Q101242965,Alpen Rose,,1985-04-06T00:00:00Z
http://www.wikidata.org/entity/Q101243662,Angolmois: Record of Mongol Invasion,,2018-07-11T00:00:00Z
http://www.wikidata.org/entity/Q101244255,Starship Operators,,2005-01-05T00:00:00Z
http://www.wikidata.org/entity/Q101244908,Cowboy Bebop,,1998-04-03T00:00:00Z
http://www.wikidata.org/entity/Q101247491,Lime-iro Senkitan,,2003-01-05T00:00:00Z
http://www.wikidata.org/entity/Q101247493,Lime-iro Ryūkitan X,,2005-01-04T00:00:00Z
http://www.wikidata.org/entity/Q101251401,Magical Canan,,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q101251487,Jinki: Extend,,2005-01-05T00:00:00Z
http://www.wikidata.org/entity/Q101251545,Tsukuyomi: Moon Phase,,2004-10-04T00:00:00Z
http://www.wikidata.org/entity/Q101422118,Bobobo-bo Bo-bobo,,
http://www.wikidata.org/entity/Q101439325,Ga-Rei: Zero,,2008-10-05T00:00:00Z
http://www.wikidata.org/entity/Q101440909,Re-Kan!,,2015-04-03T00:00:00Z
http://www.wikidata.org/entity/Q101493669,Battle in 5 Seconds After Meeting,,2021-07-12T00:00:00Z
http://www.wikidata.org/entity/Q101970684,"If My Favorite Pop Idol Made It to the Budokan, I Would Die",,2020-01-10T00:00:00Z
http://www.wikidata.org/entity/Q101997768,The Hidden Dungeon Only I Can Enter,,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q102047530,The Case Files of Jeweler Richard,,2020-01-09T00:00:00Z
http://www.wikidata.org/entity/Q102109929,Babylon,,2019-10-06T00:00:00Z
http://www.wikidata.org/entity/Q102126367,Drugstore in Another World: The Slow Life of a Cheat Pharmacist,,
http://www.wikidata.org/entity/Q102126892,Mushoku Tensei,,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q102175392,Is It Wrong to Try to Pick Up Girls in a Dungeon?,,
http://www.wikidata.org/entity/Q102176484,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Sword Oratoria,,2017-04-14T00:00:00Z
http://www.wikidata.org/entity/Q102221747,SD Gundam World Heroes,,
http://www.wikidata.org/entity/Q102268252,Otona nya Koi no Shikata ga Wakaranē!,,2020-10-05T00:00:00Z
http://www.wikidata.org/entity/Q102368919,Tropical-Rouge! Pretty Cure,,2021-02-28T00:00:00Z
http://www.wikidata.org/entity/Q103897316,Ranma ½ Nettou Hen,,1989-10-20T00:00:00Z
http://www.wikidata.org/entity/Q103970675,Kingdom,,2012-06-04T00:00:00Z
http://www.wikidata.org/entity/Q104145204,Isekai Meikyū de Harem o,,
http://www.wikidata.org/entity/Q104211858,Chainsaw Man,,
http://www.wikidata.org/entity/Q104213505,Suppose a Kid From the Last Dungeon Boonies Moved to a Starter Town,,
http://www.wikidata.org/entity/Q104214596,Gekidol,,2021-01-05T00:00:00Z
http://www.wikidata.org/entity/Q104218068,Photo Kano,,2013-04-05T00:00:00Z
http://www.wikidata.org/entity/Q104218124,07-Ghost,,2009-04-06T00:00:00Z
http://www.wikidata.org/entity/Q104230800,"Inari, Konkon, Koi Iroha",,2014-01-15T00:00:00Z
http://www.wikidata.org/entity/Q104241046,Dream Eater Merry,,2011-01-07T00:00:00Z
http://www.wikidata.org/entity/Q104244492,Nobunagun,,2014-01-05T00:00:00Z
http://www.wikidata.org/entity/Q104253728,Kokoro Connect,,2012-07-08T00:00:00Z
http://www.wikidata.org/entity/Q104321788,Platinum End,,
http://www.wikidata.org/entity/Q104333785,Uma Musume Pretty Derby,,
http://www.wikidata.org/entity/Q104334455,Девушки-Пони: Ёнкома,,2020-07-07T00:00:00Z
http://www.wikidata.org/entity/Q104381607,Azumanga Daioh,,2002-04-08T00:00:00Z
http://www.wikidata.org/entity/Q104418511,Love of Kill,,
http://www.wikidata.org/entity/Q104437141,Slow Loop,,
http://www.wikidata.org/entity/Q104531215,Omamori Himari,,2010-01-06T00:00:00Z
http://www.wikidata.org/entity/Q104538457,Don't Call Us A JUNK GAME!,,
http://www.wikidata.org/entity/Q104549787,Planetes,,
http://www.wikidata.org/entity/Q104569108,Usakame,,
http://www.wikidata.org/entity/Q104621606,Pop Team Epic,,2018-01-07T00:00:00Z
http://www.wikidata.org/entity/Q104626490,The Pet Girl of Sakurasou,,2012-10-09T00:00:00Z
http://www.wikidata.org/entity/Q104627940,Eyeshield 21,,2005-04-06T00:00:00Z
http://www.wikidata.org/entity/Q104628039,Combatants Will Be Dispatched!,,2021-04-04T00:00:00Z
http://www.wikidata.org/entity/Q104636845,Super Cub,,
http://www.wikidata.org/entity/Q104658883,Maid Sama!,,
http://www.wikidata.org/entity/Q104774927,That Is the Bottleneck,,
http://www.wikidata.org/entity/Q104815263,Horimiya,2021-01-10T00:00:00Z,
http://www.wikidata.org/entity/Q104843562,The Aquatope on White Sand,,2021-07-09T00:00:00Z
http://www.wikidata.org/entity/Q104855023,Q104855023,,
http://www.wikidata.org/entity/Q104891471,Ajin,,2016-01-16T00:00:00Z
http://www.wikidata.org/entity/Q105044806,Akikan!,,2009-01-03T00:00:00Z
http://www.wikidata.org/entity/Q105045943,Jingai-san no Yome,,2018-10-02T00:00:00Z
http://www.wikidata.org/entity/Q105046533,Natsuyuki Rendezvous,,2012-07-05T00:00:00Z
http://www.wikidata.org/entity/Q105047929,Heaven's Design Team,,
http://www.wikidata.org/entity/Q105061172,Sweetness and Lightning,,2016-07-04T00:00:00Z
http://www.wikidata.org/entity/Q105061232,A Centaur's Life,,2017-07-09T00:00:00Z
http://www.wikidata.org/entity/Q105086938,Vivy: Fluorite Eye's Song,,2021-04-01T00:00:00Z
http://www.wikidata.org/entity/Q105092645,Seitokai no Ichizon,,2009-10-02T00:00:00Z
http://www.wikidata.org/entity/Q105094936,Dragon Ball Z Side Story: Plan to Eradicate the Saiyans,,
http://www.wikidata.org/entity/Q105156949,Tomodachi no Imōto ga Ore ni dake Uzai,,
http://www.wikidata.org/entity/Q105163482,Full Dive: This Ultimate Next-Gen Full Dive RPG Is Even Shittier than Real Life!,,2021-04-07T00:00:00Z
http://www.wikidata.org/entity/Q105164858,Yakunara Mug Cup mo,,2021-04-01T00:00:00Z
http://www.wikidata.org/entity/Q105176982,The Genius Prince's Guide to Raising a Nation Out of Debt,,
http://www.wikidata.org/entity/Q105189542,The Executioner and Her Way of Life,,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q105189717,Tensei Kenja no Isekai Life,,
http://www.wikidata.org/entity/Q105189955,Dragon Goes House-Hunting,,2021-04-01T00:00:00Z
http://www.wikidata.org/entity/Q105190350,Heion Sedai no Idaten-tachi,,2021-07-23T00:00:00Z
http://www.wikidata.org/entity/Q105190589,Bokutachi no Remake,,2021-07-01T00:00:00Z
http://www.wikidata.org/entity/Q105197555,Shikkakumon no Saikyō Kenja,,
http://www.wikidata.org/entity/Q105218963,Megami-ryō no Ryōbo-kun,,
http://www.wikidata.org/entity/Q105223344,Blue Period,,
http://www.wikidata.org/entity/Q105223508,Kageki Shojo!!,,2021-07-01T00:00:00Z
http://www.wikidata.org/entity/Q105224021,Kanojo mo Kanojo,,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q105229209,Selection Project,,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q28153961,ID-0,2017-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q28154189,The Great Passage,,
http://www.wikidata.org/entity/Q28312012,Tales of Zestiria the X,,
http://www.wikidata.org/entity/Q28406930,Crayon Shin-chan Gaiden,,
http://www.wikidata.org/entity/Q28416286,Hajimete no Gal,,
http://www.wikidata.org/entity/Q28453402,Lost Song,,
http://www.wikidata.org/entity/Q28662716,CU,,2012-06-10T00:00:00Z
http://www.wikidata.org/entity/Q28684168,Toilet-Bound Hanako-kun,,
http://www.wikidata.org/entity/Q28684947,Pui Pui Molcar,,2021-01-05T00:00:00Z
http://www.wikidata.org/entity/Q28685172,Фокусница-старшеклассница,2016-02-01T00:00:00Z,
http://www.wikidata.org/entity/Q28685793,Ueno-san wa Bukiyō,,
http://www.wikidata.org/entity/Q28686468,ゼンちゃんツーちゃん,,
http://www.wikidata.org/entity/Q28686854,Dame × Prince,2016-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q28690097,Парни «Санрио»,,
http://www.wikidata.org/entity/Q28690902,Idol Time PriPara,,
http://www.wikidata.org/entity/Q28691816,Tsukipro the Animation,,
http://www.wikidata.org/entity/Q28726274,Tokyo Ghoul √A,,
http://www.wikidata.org/entity/Q28790213,Tsuki ga Kirei,,
http://www.wikidata.org/entity/Q28797366,Koi to Uso,2018-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q28805651,Yu-Gi-Oh! VRAINS,,
http://www.wikidata.org/entity/Q28961514,Fate/kaleid liner Prisma Illya 2wei,,2014-07-10T00:00:00Z
http://www.wikidata.org/entity/Q28966632,Heybot!,,
http://www.wikidata.org/entity/Q29017668,Princess Principal,,
http://www.wikidata.org/entity/Q29070756,Серебряный страж,,
http://www.wikidata.org/entity/Q29169326,Action Heroine Cheer Fruits,,2017-07-07T00:00:00Z
http://www.wikidata.org/entity/Q29465083,The World Yamizukan,,
http://www.wikidata.org/entity/Q29469179,Kemono Friends,2017-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q29514008,Fūka,,
http://www.wikidata.org/entity/Q29578344,Katsugeki! Touken Ranbu,,
http://www.wikidata.org/entity/Q29601413,Osake wa Fūfu ni Natte kara,,
http://www.wikidata.org/entity/Q29831894,Touken Ranbu: Hanamaru,,2016-10-03T00:00:00Z
http://www.wikidata.org/entity/Q29972136,Cardcaptor Sakura,,1998-04-07T00:00:00Z
http://www.wikidata.org/entity/Q30002868,Shonen Ashibe Go! Go! Goma-chan,,
http://www.wikidata.org/entity/Q30061532,18if,,
http://www.wikidata.org/entity/Q30102603,Anime-Gatari,2015-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q30295248,Boku no Kanojo ga Majime Sugiru Shojo Bitch na Ken,2015-07-20T00:00:00Z,
http://www.wikidata.org/entity/Q30530502,Katana Maidens ~ Toji No Miko,,
http://www.wikidata.org/entity/Q30608363,Dies Irae,,
http://www.wikidata.org/entity/Q30641860,Gunslinger Stratos: The Animation,,
http://www.wikidata.org/entity/Q30642130,Just Because!,2017-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q30898992,Skirt no Naka wa Kedamono Deshita,,
http://www.wikidata.org/entity/Q30921668,Hamtaro,,
http://www.wikidata.org/entity/Q30928989,Парни из магазинчика,,
http://www.wikidata.org/entity/Q30931897,Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,2017-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q30932743,Rokuhōdō Yotsuiro Biyori,,
http://www.wikidata.org/entity/Q30934538,Infini-T Force,2018-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q30971270,Honobono Log,,
http://www.wikidata.org/entity/Q32859477,Chitose Get You!!,,2012-07-01T00:00:00Z
http://www.wikidata.org/entity/Q33027058,A3!,2017-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q33101542,Granblue Fantasy The Animation,,
http://www.wikidata.org/entity/Q33796662,6-tsugo to ouma no monogatari,2016-10-13T00:00:00Z,
http://www.wikidata.org/entity/Q33834622,Two Car,,
http://www.wikidata.org/entity/Q34553687,Märchen Mädchen,2017-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q35085291,Kakegurui,2017-07-01T00:00:00Z,
http://www.wikidata.org/entity/Q35538280,На задворках Харадзюку,,
http://www.wikidata.org/entity/Q36498848,Darling in the Franxx,2018-01-01T00:00:00Z,2018-01-13T00:00:00Z
http://www.wikidata.org/entity/Q37119147,King's Game The Animation,,
http://www.wikidata.org/entity/Q38275952,The Idolmaster Cinderella Girls Theater,2015-01-27T00:00:00Z,2017-04-04T00:00:00Z
http://www.wikidata.org/entity/Q38276749,Бог разрушения за соседней партой,,
http://www.wikidata.org/entity/Q38276861,Dynamic Chord,2016-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q38346968,Vanishing Line,,
http://www.wikidata.org/entity/Q40239998,Tokyo Ghoul,,2014-07-04T00:00:00Z
http://www.wikidata.org/entity/Q41590428,Pokémon: Advanced Challenge,,2006-03-01T00:00:00Z
http://www.wikidata.org/entity/Q41947749,Pokémon: Black & White,,2011-09-10T00:00:00Z
http://www.wikidata.org/entity/Q41948417,Pokémon: Diamond and Pearl: Sinnoh League Victors,2011-03-06T00:00:00Z,2011-02-19T00:00:00Z
http://www.wikidata.org/entity/Q41948875,Pokémon: Diamond and Pearl: Galactic Battles,,2010-03-13T00:00:00Z
http://www.wikidata.org/entity/Q42317862,Fate/Extra Last Encore,,
http://www.wikidata.org/entity/Q42339185,Funky Fables,1988-04-04T00:00:00Z,
http://www.wikidata.org/entity/Q42365235,Tsurune,2016-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q42774082,Evil or Live,,
http://www.wikidata.org/entity/Q42895089,Tada-kun wa Koi o Shinai,2018-01-01T00:00:00Z,2018-04-05T00:00:00Z
http://www.wikidata.org/entity/Q42895115,Sora Yori mo Tooi Basho,2018-01-01T00:00:00Z,2018-01-02T00:00:00Z
http://www.wikidata.org/entity/Q44939441,Dropkick on My Devil!,,
http://www.wikidata.org/entity/Q45034714,Hisone to Maso-tan,,2018-04-13T00:00:00Z
http://www.wikidata.org/entity/Q45255003,Sengoku Night Blood,2017-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q45263523,Fate/Apocrypha,,
http://www.wikidata.org/entity/Q45353422,Как я стала мальчиком-волшебницей,,
